total,m0009,m1014,m1519,m2024,m2529,m3034,m3539,m4044,m4549,m5054,m5559,m6064,m6569,m70,w0009,w1014,w1519,w2024,w2529,w3034,w3539,w4044,w4549,w5054,w5559,w6064,w6569,w70,region,time,region_cat
352295.787,12931.2942,6236.1915,7839.4023,9703.4501,12543.6584,12734.301,14694.3123,13462.2087,14451.8517,13387.9037,15035.1408,11835.8139,8451.8124,17217.8376,11854.233,5630.5684,7206.9795,10748.9178,13017.3405,12748.4148,14725.026,12535.0491,13290.2452,13763.0748,15855.9581,13662.8386,10343.8177,26388.1435,중랑구,2022-12-25 12:00:00,NE1
345943.6277,12493.7658,6042.1685,7596.6551,9396.1581,12311.0893,12394.7243,14372.7865,13211.4313,14234.7546,13332.9659,15018.5048,11797.4161,8402.1668,17080.4815,11341.3422,5395.4542,6818.3975,10184.4194,12589.2898,12489.5784,14463.909,12213.7471,13348.8953,13535.5294,15661.4691,13604.4016,10245.6345,26366.4924,중랑구,2022-12-25 13:00:00,NE1
344302.0195,12580.5994,6081.5702,7435.7325,9158.0167,12195.4756,12277.0542,14346.7428,13227.272,14148.6964,13463.5058,15009.8505,11688.8128,8506.0538,17273.0477,10805.159,5153.6647,6605.7494,9881.9446,12342.358,12241.1808,14382.7809,12360.4459,13337.1004,13589.6524,15585.7227,13616.9046,10439.4599,26567.4626,중랑구,2022-12-25 14:00:00,NE1
343637.9843,12613.9093,6078.6704,7249.2229,9076.6661,11895.2314,12186.8025,14324.724,13270.3712,14198.1807,13435.7828,14926.2591,11810.7992,8588.6689,17451.4592,10958.7892,5193.5107,6230.663,9509.099,12158.9559,12221.6656,14329.4905,12266.3802,13447.7154,13598.6493,15844.425,13708.9093,10387.6349,26675.3547,중랑구,2022-12-25 15:00:00,NE1
346849.5174,12363.6824,5961.0345,7143.1452,9087.5401,11873.3982,12241.199,14610.7118,13378.0419,14390.2367,13488.0582,15122.733,12108.2347,8825.129,17695.2946,11269.2372,5344.7634,6106.2075,9340.0252,12162.3577,12366.8647,14645.3484,12371.0232,13602.5411,13663.5147,16118.8289,13945.2897,10548.235,27076.8422,중랑구,2022-12-25 16:00:00,NE1
352050.3455,12658.2052,6105.0651,7107.4715,9000.006,11825.7076,12413.9727,14892.4195,13573.5684,14681.711,13799.5127,15459.916,12238.5126,8858.3946,17916.0395,11719.0988,5553.0945,6221.0144,9285.6436,12338.6095,12632.0122,14888.1084,12575.0858,13890.1271,13810.6184,16275.1605,14302.3694,10674.8457,27354.0548,중랑구,2022-12-25 17:00:00,NE1
355486.1662,12815.2549,6173.3984,7091.4017,9000.4767,11957.1428,12715.0882,14908.8519,13912.9518,14782.463,13964.1207,15484.8267,12320.2241,8942.0075,17896.1834,11667.4397,5516.7322,6266.8856,9528.1294,12628.237,12859.4454,15126.8693,12756.5513,13979.1369,14010.6947,16613.7829,14340.5149,10678.0769,27549.2849,중랑구,2022-12-25 18:00:00,NE1
360877.0461,12803.4938,6184.5953,7335.5223,9133.6455,12100.379,12972.3641,15152.0404,14238.2333,14938.1052,14018.8398,15557.2939,12408.8395,8947.3405,17917.3999,12002.5281,5708.1785,6600.5483,9853.4234,12931.8384,13233.8426,15512.8633,13035.7462,14110.1123,14315.9081,16882.6459,14571.5351,10827.4937,27582.293,중랑구,2022-12-25 19:00:00,NE1
365285.541,12955.7026,6222.7474,7426.8584,9251.5946,12369.0792,13150.1891,15502.2612,14363.9291,15102.0718,14102.7181,15528.9969,12471.1964,8952.8276,18004.6957,11915.806,5678.3066,6788.1284,10140.9011,13369.972,13555.2075,15956.5927,13271.1322,14424.4745,14499.2715,17021.8901,14743.7456,10965.4851,27549.7557,중랑구,2022-12-25 20:00:00,NE1
370794.3344,12929.2847,6227.979,7725.9422,9533.9635,12779.1023,13494.2477,15855.5257,14529.7587,15049.8634,14136.9968,15650.746,12532.0727,9042.583,17927.9964,12091.382,5748.2228,7155.3142,10743.3933,13894.5984,13969.2459,16248.2433,13341.5564,14671.4979,14680.1054,17261.7129,14903.9627,10974.8591,27694.1731,중랑구,2022-12-25 21:00:00,NE1
374224.9146,12949.4728,6230.538,7833.0574,9697.6,13179.7382,13772.1662,16087.9331,14699.9891,15159.7204,14173.8402,15684.343,12447.5946,9033.2698,17967.8465,12010.1004,5719.0568,7391.6467,11201.2717,14359.4469,14366.0985,16481.853,13429.788,14667.3133,14755.7503,17304.5331,14972.5348,11041.55,27606.8662,중랑구,2022-12-25 22:00:00,NE1
379372.1171,13128.599,6334.0233,8019.6971,9920.0794,13392.6562,13923.7937,16380.1251,14793.9323,15241.1446,14212.818,15765.7316,12520.6619,9134.6786,18188.9999,12144.3389,5803.1924,7564.2137,11672.6229,14941.2076,14789.7212,16617.9951,13577.8748,14803.5968,14848.7459,17490.8574,15093.2391,11047.7441,28019.8258,중랑구,2022-12-25 23:00:00,NE1
412705.888,15477.1909,8718.8056,11632.6553,16444.6926,15423.8893,12705.1818,15578.4848,14930.0749,17117.0035,15359.6384,13707.647,10621.3962,8242.5581,17229.783,14366.1298,7935.3833,11789.9199,20279.5545,15345.9624,13215.5717,15989.3655,15383.2886,17989.14,16157.72,15800.9202,13294.2419,10985.8797,30983.8051,성북구,2022-12-25 12:00:00,NE2
406777.6526,15477.4825,8703.4778,11347.5507,16009.4082,15051.951,12551.4357,15475.5117,14684.9569,17268.6802,15416.6053,13703.2022,10568.6778,8157.4624,17022.6242,14005.9323,7749.5515,11344.5889,19747.763,14873.0347,12956.4902,15754.2147,15179.8429,17666.1152,15980.9155,15632.6328,13118.872,10781.3138,30547.3586,성북구,2022-12-25 13:00:00,NE2
401339.7101,15286.8635,8591.9027,11186.745,15586.1198,14738.6712,12315.0215,15239.872,14532.7148,17000.2004,15337.4156,13535.7132,10659.721,8129.0436,17118.4444,13772.919,7627.7193,11062.5954,18976.0475,14727.7364,12704.8551,15335.6662,15083.9252,17569.4358,15834.3762,15460.6956,13068.6592,10585.0646,30271.5712,성북구,2022-12-25 14:00:00,NE2
400364.2474,15356.5231,8638.113,11148.7703,15295.7194,14541.2227,12258.1942,15190.0478,14600.3212,17121.2039,15425.3091,13778.8588,10662.8459,8134.5598,17286.3861,13672.9692,7564.9486,10620.7277,18506.4209,14396.9725,12600.4328,15591.9859,15077.9019,17652.9986,15918.5055,15429.7978,13197.6886,10520.391,30174.4349,성북구,2022-12-25 15:00:00,NE2
402243.4651,15790.9637,8874.363,11113.9086,15034.6025,14291.4348,12276.2886,15310.4719,14799.2781,17140.8953,15478.4064,13748.0201,10905.2688,8334.2184,17517.7874,13768.9899,7623.5655,10422.8399,18233.4964,14291.6315,12556.1949,15831.6124,15336.1246,17941.0374,15931.7066,15573.8924,13135.2554,10639.6483,30341.5553,성북구,2022-12-25 16:00:00,NE2
405411.7171,15825.2488,8886.4509,10932.2408,14852.2532,14281.7724,12344.0766,15501.9235,14881.9308,17180.5247,15555.0302,13929.0456,11106.8594,8561.8828,17655.2566,13938.1571,7719.1201,10453.046,18320.4446,14364.332,12581.8179,16357.616,15552.8809,18016.8294,16003.1865,15824.2387,13268.4303,10891.9041,30625.223,성북구,2022-12-25 17:00:00,NE2
411764.9681,16038.3367,9011.2263,11157.6828,14994.3801,14373.1794,12455.6574,15787.1277,15119.5933,17484.5409,15686.9604,14217.3935,11280.541,8650.001,18029.0744,14040.2579,7749.0023,10710.384,18379.2269,14575.4645,12916.7365,16626.1045,15843.7416,18289.8097,16284.8216,16311.5404,13587.0019,11133.7354,31031.4489,성북구,2022-12-25 18:00:00,NE2
418416.4967,16567.4942,9259.722,11279.629,15071.1581,14704.5304,12678.839,16041.752,15177.118,17724.4777,16002.1683,14482.0957,11428.0671,8770.6652,18198.7787,14434.435,7934.5181,11137.7551,18796.0864,15043.7692,13206.2408,16878.4068,16115.4335,18716.0769,16398.9899,16436.3656,13631.3062,11098.7761,31201.8384,성북구,2022-12-25 19:00:00,NE2
424361.1525,16633.8423,9278.5482,11687.9534,15406.1834,14997.8578,12874.3241,16144.9212,15433.7556,17820.6676,16226.6857,14469.6547,11441.8028,8848.1319,18276.9956,14722.0704,8091.9292,11600.8153,19593.745,15535.8994,13504.5698,17108.0831,16351.6341,18884.1085,16565.5889,16612.3722,13710.2786,11127.6346,31411.1045,성북구,2022-12-25 20:00:00,NE2
431216.068,16921.3129,9441.8538,12092.5049,15808.17,15518.1955,13069.396,16298.9509,15447.5496,18055.4862,16461.5079,14666.9467,11549.481,8881.9955,18386.4874,14818.643,8146.4461,12112.7985,20372.1642,16021.8181,13904.2394,17489.4742,16673.2828,19160.1072,16766.0808,16716.175,13861.7351,11167.1136,31406.1474,성북구,2022-12-25 21:00:00,NE2
437458.994,16973.3759,9464.418,12558.7472,16381.4659,15949.9983,13248.1354,16424.5316,15576.7636,18123.5868,16492.45,14770.695,11718.6557,8904.9168,18406.3898,15162.6893,8315.5341,12613.2813,21488.9908,16563.7512,14180.0716,17665.7508,16818.0013,19231.0981,16953.2796,16811.5163,13925.5382,11243.4159,31491.9452,성북구,2022-12-25 22:00:00,NE2
439305.7185,17233.5337,9648.5988,12639.9871,16899.7409,16167.3759,13215.7842,16422.7808,15533.4998,18183.9294,16325.2007,14736.5366,11697.0745,8822.6372,18358.1805,15343.6307,8424.9037,12890.5262,22154.1065,16914.3202,14303.7878,17569.8269,16664.3799,19125.8528,17068.91,16736.8822,13837.4192,11242.7595,31143.5521,성북구,2022-12-25 23:00:00,NE2
291722.0257,9519.4969,5221.2114,7108.611,8845.5608,10527.2999,8475.2859,10541.0673,10421.1321,12131.8737,11504.4293,11991.39,9482.0208,7083.4837,15879.1369,8714.9723,4730.6343,6591.9431,10415.0239,9737.4672,8310.3598,10107.2985,9959.3039,12276.0522,11698.2312,12754.4374,11475.7856,9327.0101,26891.5119,강북구,2022-12-25 12:00:00,NE2
289067.7659,9496.1724,5186.6231,7009.8179,8579.5966,10339.8018,8424.2802,10456.6517,10323.0885,12057.1718,11458.5142,11986.5037,9450.0426,6961.7319,15711.9393,8786.7115,4757.4478,6374.6304,9945.4619,9543.8469,8285.4131,10024.7587,9776.4122,12196.9513,11661.0017,12914.9859,11436.417,9218.7012,26703.0877,강북구,2022-12-25 13:00:00,NE2
287186.1636,9485.4103,5177.1546,6875.6938,8564.7926,10243.0686,8392.6894,10443.2352,10372.6038,11993.1238,11352.617,11860.3736,9494.8526,6907.8538,15686.1401,8816.5853,4743.255,6137.4278,9657.4137,9445.9777,8239.9883,10018.9753,9689.2115,12098.75,11576.3637,12712.9991,11497.6341,9200.6391,26501.3285,강북구,2022-12-25 14:00:00,NE2
286352.5798,9268.5628,5062.3368,6731.9061,8373.5062,10258.2206,8406.3262,10471.8363,10283.1366,11893.1163,11240.5871,12020.3035,9458.2013,6980.2875,15735.4074,8715.4141,4684.181,5970.1436,9610.8764,9398.4336,8343.8751,9984.5676,9846.8964,12059.7833,11609.9398,12799.9627,11420.5064,9264.7954,26459.4688,강북구,2022-12-25 15:00:00,NE2
287258.9104,9318.8207,5086.3224,6695.6547,8339.7943,10318.1736,8327.7304,10425.9643,10353.3557,12058.7163,11266.462,12025.4046,9380.1066,7019.4631,15969.1387,8783.6273,4741.448,5800.9104,9421.1411,9398.7228,8317.0909,10052.9556,9927.8008,12169.034,11644.9934,12933.0067,11551.3813,9284.209,26647.4781,강북구,2022-12-25 16:00:00,NE2
289172.0319,9437.9055,5154.2032,6779.7631,8264.3817,10398.5264,8386.9035,10616.637,10527.5097,11959.0711,11368.7248,12048.3366,9552.9644,7104.6547,16112.8655,8701.851,4715.0235,5715.6092,9546.6864,9570.8533,8437.6307,10130.8504,9993.3893,12342.8928,11839.5463,12924.9886,11555.3904,9295.0541,26689.8191,강북구,2022-12-25 17:00:00,NE2
291960.3741,9571.3347,5224.1692,6759.0812,8180.2828,10427.8837,8565.1775,10672.9695,10560.4717,12244.3706,11530.7102,11947.1001,9520.1345,7153.2758,16331.0518,8885.6084,4819.8737,5875.3218,9773.485,9759.6974,8618.4398,10164.7914,10090.6082,12552.6214,11812.079,13098.8697,11677.9524,9300.9409,26842.0759,강북구,2022-12-25 18:00:00,NE2
294894.5567,9493.7982,5186.4988,6828.4133,8322.2933,10619.8788,8576.6655,10714.8723,10610.4091,12275.9995,11666.6934,12039.6944,9561.5759,7261.2598,16453.9678,9083.3511,4930.5197,6058.2444,10095.8165,10075.116,8654.9036,10258.9076,10179.3993,12623.1993,11955.9386,13135.7914,11712.8048,9426.2515,27092.294,강북구,2022-12-25 19:00:00,NE2
296724.5703,9574.9644,5230.8471,6833.3359,8454.8238,10717.7374,8641.3416,10846.8025,10629.0679,12241.9703,11601.9779,12067.9119,9594.9871,7299.658,16518.7985,8880.9667,4835.4097,6325.5299,10442.4382,10262.2029,8740.945,10326.1664,10248.5045,12564.3193,12043.7591,13223.0626,11853.2041,9529.0009,27194.8384,강북구,2022-12-25 20:00:00,NE2
300001.064,9515.6741,5196.7151,7008.8445,8766.1258,10863.1608,8724.4679,10955.101,10650.3287,12312.5201,11643.9859,12184.8189,9559.6806,7343.2092,16545.1116,9112.2372,4963.8237,6658.7334,10814.8947,10664.4002,8932.403,10419.2711,10241.7142,12658.9013,12199.597,13285.848,11874.8328,9553.676,27350.9884,강북구,2022-12-25 21:00:00,NE2
303392.5525,9560.3593,5219.8688,7218.8327,9030.5203,11099.5805,8968.3773,11032.8604,10710.2969,12561.7229,11720.803,12184.0715,9660.4756,7347.3504,16599.9777,8961.9886,4885.6977,6907.773,11238.5984,11038.8508,9069.3691,10579.275,10378.0472,12746.4491,12290.5097,13430.4756,11937.1102,9564.7751,27448.5408,강북구,2022-12-25 22:00:00,NE2
306677.4182,9322.2546,5095.2333,7440.7865,9268.8925,11190.2781,9036.3088,11299.3454,10846.3037,12515.3982,11851.1387,12159.5965,9616.7442,7449.2789,16822.3772,8909.0432,4878.1422,7183.5473,11839.4628,11332.799,9327.1879,10783.8929,10371.8481,12884.7043,12292.9114,13428.5568,11972.6229,9606.8395,27951.9259,강북구,2022-12-25 23:00:00,NE2
275550.4821,9958.4235,5534.012,7287.663,7489.4326,8483.9174,7961.1199,10029.6474,9682.673,11385.2053,10526.2286,11131.5079,9767.8584,7759.3663,15741.471,8575.9095,4807.3886,6013.6559,7697.9991,8222.4801,8181.6093,9987.2144,9231.8166,11280.73,11022.2611,12575.8574,11735.8209,8902.1943,24577.0176,도봉구,2022-12-25 12:00:00,NE2
272592.7269,10071.0576,5588.6808,7040.1706,7341.9333,8397.7663,7789.1873,9848.2385,9626.052,11255.7771,10342.7998,11205.2839,9689.0523,7776.9696,15711.8686,8264.0892,4634.3845,5786.3161,7449.7258,7908.0607,8037.452,9860.3123,9135.9906,11067.1604,11014.5512,12496.4552,11619.63,8904.6455,24729.1162,도봉구,2022-12-25 13:00:00,NE2
269713.5969,9530.6444,5292.3075,6832.7091,7079.9112,8227.7167,7662.8788,9845.0131,9518.1855,11321.9272,10334.501,11302.1971,9599.4939,7786.5024,15971.4261,8002.0486,4489.1046,5493.2149,7144.2288,7610.1403,7769.84,9803.4335,8987.1039,11129.3944,10950.8993,12621.9382,11685.9382,9092.2768,24628.6228,도봉구,2022-12-25 14:00:00,NE2
267557.0611,9427.3393,5237.2176,6601.7948,6893.0448,8074.1973,7562.1175,9838.0384,9510.4837,11265.63,10392.6753,11154.644,9660.1777,7789.5204,15970.7883,7807.5936,4390.4351,5125.3671,6876.0719,7444.4184,7639.9546,9878.1946,8907.6197,11187.5727,10952.6126,12488.7067,11695.5816,9058.9523,24726.3144,도봉구,2022-12-25 15:00:00,NE2
267310.9983,9505.7164,5277.4205,6341.3168,6707.8157,7946.9673,7617.9645,9866.7368,9604.8143,11169.6238,10312.7515,11248.1081,9732.2737,7827.801,15712.0204,7815.0267,4413.4985,5038.2053,6687.5898,7440.4754,7769.3929,9846.7813,9019.1263,11100.9859,11164.4841,12547.4031,11706.8278,9103.5298,24786.3383,도봉구,2022-12-25 16:00:00,NE2
268375.032,9604.6964,5317.0244,6265.4032,6653.3952,7955.6658,7611.7482,9850.6655,9572.1501,11289.3845,10437.9667,11146.4285,9603.6838,7813.378,15740.0297,8014.374,4517.5651,5043.6384,6559.0151,7594.3746,7744.7519,10103.9933,9254.8533,11009.4685,11196.3829,12660.0935,11876.3783,9047.4745,24891.0537,도봉구,2022-12-25 17:00:00,NE2
270951.0785,9893.9003,5480.2334,6186.8819,6499.705,8026.5949,7754.7446,9952.8035,9719.1299,11478.6657,10588.9895,10968.3714,9611.1228,7744.3139,15771.4088,8393.1753,4712.519,5136.6787,6597.433,7767.7094,8014.4154,10274.4993,9346.3783,11180.7036,11298.2095,12661.5824,11943.4288,9087.6945,24859.7881,도봉구,2022-12-25 18:00:00,NE2
273541.389,10043.2831,5563.8286,6408.4374,6584.4321,8035.8199,7843.6477,10024.1493,9894.5193,11520.6358,10466.149,11034.8748,9696.1031,7783.0801,15734.5081,8720.0638,4885.2443,5358.0239,6778.1549,7932.8333,8272.05,10359.0903,9376.1433,11376.8707,11301.016,12828.2669,11974.2029,9145.8965,24600.0608,도봉구,2022-12-25 19:00:00,NE2
276719.6245,10190.5734,5654.9346,6608.3334,6589.573,8114.9995,7819.8433,10163.7224,10031.8614,11615.5865,10503.005,11052.5984,9772.1446,7821.8349,15673.2225,8874.6843,4963.4613,5587.9255,7052.3649,8277.757,8478.415,10561.3334,9517.9781,11507.8768,11559.1506,13022.0002,12083.9485,9113.6229,24506.8694,도봉구,2022-12-25 20:00:00,NE2
281294.0138,10326.1509,5720.3458,6832.3561,6784.1435,8394.2022,7979.052,10285.1364,10188.7882,11765.6475,10502.0257,11129.2004,9809.977,7829.3033,15602.7346,9032.1422,5051.5524,6113.6356,7495.3748,8611.3386,8677.7443,10770.9736,9661.5559,11624.8601,11781.8332,13343.1846,12173.8745,9219.2257,24587.6583,도봉구,2022-12-25 21:00:00,NE2
284931.4655,10435.0023,5787.8576,7160.6966,7103.7258,8597.7989,8099.6054,10400.1505,10250.0665,11780.9014,10519.1835,11134.2637,9935.4307,7843.1215,15573.3648,9114.548,5110.4281,6421.0589,8031.8973,8981.2004,8855.1951,10826.6506,9706.8397,11712.3193,11863.3587,13463.0915,12308.5634,9275.5804,24639.5577,도봉구,2022-12-25 22:00:00,NE2
284383.9445,10330.004,5728.3116,7390.6626,7222.9208,8874.8743,8185.5323,10312.7823,10070.9471,11693.328,10493.257,11093.945,9981.8305,7822.1326,15439.5979,8952.5403,5030.9362,6644.4386,8420.4002,9267.2406,8881.557,10717.4068,9614.8123,11570.6142,11790.8218,13372.9904,12199.3461,9124.067,24156.649,도봉구,2022-12-25 23:00:00,NE2
486579.1519,17459.4051,11490.3309,17676.9361,16693.1766,14583.7885,13585.7839,16480.137,16981.5484,20880.4348,18585.5099,18032.9296,14008.1349,10770.2485,22660.1567,16961.956,10834.861,15230.9754,16929.2517,14432.7173,14648.6608,17587.0876,17919.7514,22421.2512,20202.4512,20822.8011,17783.3151,13681.841,37233.7144,노원구,2022-12-25 12:00:00,NE2
484792.8176,17699.3908,11556.1054,17661.8664,16504.7378,14385.7929,13451.9438,16456.1539,16928.2813,20964.0059,18656.0263,17822.9187,13946.3308,10689.3912,22747.3566,17058.7865,10846.2708,14881.8138,16611.4802,14318.0592,14473.5962,17464.2603,17929.3464,22284.0556,20156.8109,20766.4687,17614.7267,13660.0137,37256.8314,노원구,2022-12-25 13:00:00,NE2
484155.7048,18292.8755,11823.2606,17675.1213,16318.2354,14354.7761,13397.1798,16205.2655,16654.3772,20874.3082,18664.1291,17706.8398,14011.1446,10706.7428,22588.1881,17130.0498,10985.3327,14416.8324,16342.1287,14130.8155,14290.3764,17509.7443,17958.7014,22330.9905,20136.5139,20726.4636,17685.3003,13659.6269,37580.3777,노원구,2022-12-25 14:00:00,NE2
484537.3346,18258.6272,11874.6155,17710.6213,16175.0703,14246.3769,13330.8303,16523.1297,16783.7293,20927.029,18733.2737,17939.8226,14039.1827,10799.9183,22457.8478,17170.0343,10962.789,13920.4049,15926.9452,13989.1554,14164.5896,17644.2803,18165.3086,22332.6472,20386.2256,20968.7326,17726.0809,13821.4055,37558.6568,노원구,2022-12-25 15:00:00,NE2
487780.142,18308.3782,11888.8255,17448.7141,15993.2184,14227.6094,13286.6022,16594.413,16877.4918,21436.0752,18987.0442,18065.2372,14295.0449,10963.953,22731.7585,17431.5424,11029.7953,14028.4054,15524.8993,13975.0552,14163.1999,17827.9683,18383.7554,22440.2515,20680.8364,21194.1839,17922.7915,13995.3632,38077.7272,노원구,2022-12-25 16:00:00,NE2
491360.7883,18395.9299,11932.1776,17488.1949,16068.4328,14189.9804,13431.8468,16741.2553,17062.4132,21347.1982,19170.1655,18271.6422,14621.3294,11200.6026,23002.0477,17010.0929,10801.33,14136.3535,15544.3712,14072.2155,14491.1618,17883.7851,18584.8213,22777.9301,20830.2159,21376.7422,18180.3918,14271.9097,38476.2566,노원구,2022-12-25 17:00:00,NE2
496170.8809,18574.009,12039.6137,17485.5799,16238.7251,14192.9886,13477.6535,16976.0061,17277.7448,21436.7372,19441.316,18555.8896,14891.2211,11377.8728,23152.0799,17268.7614,10911.0185,14487.6405,15753.4413,14282.9849,14590.5875,18031.8578,18706.328,23107.1868,20945.8149,21690.5266,18340.4704,14377.1308,38559.6979,노원구,2022-12-25 18:00:00,NE2
500453.4016,18532.4233,12072.0493,17815.7256,16502.822,14240.9503,13563.9902,17103.4047,17392.4268,21642.3487,19464.4578,18626.4691,14985.1764,11529.391,23367.2601,17116.5242,10937.391,14785.2242,16238.0433,14496.2931,14841.3237,18148.1588,18838.5651,23239.3206,21185.9835,21917.8833,18482.9039,14533.3072,38853.5922,노원구,2022-12-25 19:00:00,NE2
506004.3973,18482.8339,12085.6279,18165.5023,16898.7737,14419.4719,13861.4262,17301.6412,17530.0254,21828.6898,19499.4036,18840.6711,14947.9207,11623.3982,23641.0863,17466.9462,11147.1577,15129.348,16656.9545,14819.4442,15222.8686,18437.3047,19042.3475,23443.6494,21334.9827,22000.3508,18616.022,14580.2694,38980.2784,노원구,2022-12-25 20:00:00,NE2
511248.1851,18684.2713,12193.5675,18419.4628,17102.2314,14680.8266,14074.541,17389.271,17681.9113,21953.6291,19546.3872,18925.9002,15082.4706,11686.5921,23676.023,17598.0198,11297.0894,15585.6006,17309.8742,15183.2538,15485.697,18704.0047,19164.5854,23717.0111,21507.5812,22111.1542,18784.4235,14683.8347,39018.9683,노원구,2022-12-25 21:00:00,NE2
515190.7371,18677.8372,12207.5931,18641.9241,17507.9655,14993.0823,14119.5536,17457.7639,17550.2525,21990.1255,19516.7409,18935.9793,15069.4478,11777.6137,23726.3671,17737.0909,11350.6985,16009.4116,18064.3287,15603.5185,15699.61,18704.6499,19248.808,23812.4292,21691.2316,22305.2973,18794.875,14747.62,39248.9199,노원구,2022-12-25 22:00:00,NE2
523999.8808,18681.4728,12394.8441,19063.6036,18254.9795,15377.6918,14449.6958,17700.5455,17957.3816,22251.3225,19715.2208,19268.3757,15219.9187,11924.6733,23922.1978,17757.5967,11565.6203,16419.7678,18869.9022,15889.1009,16071.9407,19061.0151,19665.5062,24153.5721,22016.4914,22774.0625,19083.1538,14975.0721,39515.1545,노원구,2022-12-25 23:00:00,NE2
428379.615,16139.7407,8908.4063,11402.8685,11855.8703,13828.7304,14109.3182,16876.6369,16660.1087,18662.7354,15688.9432,14700.6341,12529.6252,8619.8435,19254.3137,14923.751,8188.8322,10055.8402,13590.7326,15342.6829,15417.3712,18612.1079,17232.864,18639.2468,17028.1279,18250.2498,15576.3032,11986.8919,34296.8382,은평구,2022-12-25 12:00:00,NW
423352.9039,15849.5321,8751.9502,11179.2889,11557.5561,13516.7761,13858.9898,16759.8489,16489.8039,18511.6391,15680.0929,14827.7736,12445.1592,8511.0953,19094.2115,14596.0385,7996.5457,9658.4941,13148.3953,14961.0044,15152.2147,18209.2671,17230.285,18609.2969,16713.1425,18112.7115,15556.8705,11964.0909,34410.8315,은평구,2022-12-25 13:00:00,NW
421018.9497,15622.1622,8663.5466,11003.7865,11395.053,13201.9094,13703.1337,16483.7139,16523.3726,18528.2685,15745.5374,14952.4364,12314.2165,8568.5706,19088.4209,14605.2081,8019.9091,9358.8897,12734.4414,14677.8084,14953.54,18066.3707,17094.7931,18791.1948,16901.5281,18165.3361,15530.1508,11985.5522,34340.1018,은평구,2022-12-25 14:00:00,NW
421194.2546,15642.5363,8634.7499,10965.0448,11305.7472,13105.5532,13723.3715,16433.9264,16543.3865,18539.1391,15851.2134,14908.341,12451.9384,8696.4934,19268.1527,14507.4527,7960.5315,9072.5748,12329.5731,14372.2168,14779.7815,18204.2523,17262.2025,18958.7185,17058.0943,18341.7139,15756.3261,12083.8199,34437.403,은평구,2022-12-25 15:00:00,NW
423445.8582,15868.5842,8761.2058,10886.8985,10940.881,12972.0264,13697.6065,16571.2348,16601.7676,18739.6819,15849.7915,15221.9217,12617.9562,8847.7684,19602.4815,14466.9351,7929.3144,8849.7213,11933.5314,14394.888,14855.1017,18516.591,17380.2424,19020.4105,17240.6561,18608.4198,15970.5619,12208.0087,34891.6657,은평구,2022-12-25 16:00:00,NW
427253.5539,15950.6197,8817.7202,10841.762,10922.5749,12913.4167,13722.4055,16824.6198,16842.9729,18901.8484,16040.5621,15503.7146,13000.8838,8979.9735,19582.4912,14576.1647,7963.8858,8981.8124,11918.2284,14600.7415,15142.7552,18718.8692,17670.4388,19223.4587,17506.0867,18800.2088,16135.2962,12245.0676,34924.974,은평구,2022-12-25 17:00:00,NW
433312.7891,16115.4059,8901.1491,10862.0634,10977.3998,13098.211,13907.6956,17065.8764,16972.0564,19110.5979,16370.726,15803.3144,13194.1751,9176.8729,19880.4979,14692.0237,8059.9632,9191.8137,12031.251,14881.5024,15609.1207,18919.9491,17981.4316,19617.6975,17735.8391,19174.271,16457.5263,12430.5071,35093.8519,은평구,2022-12-25 18:00:00,NW
439253.9268,16191.459,8902.8385,11150.3846,11111.6411,13275.8694,14068.5637,17470.8378,17233.3175,19313.6131,16466.1636,16026.8079,13409.9103,9417.426,20013.2225,14767.8608,8060.4311,9512.9186,12241.3409,15236.5512,15991.2052,19322.5156,18316.6989,19804.3167,18003.3689,19466.5249,16621.0696,12622.03,35235.0387,은평구,2022-12-25 19:00:00,NW
